module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M6,M6.6.4(b),,**Ferritic stainless steels are primarily used in aircraft for which of the following reasons?**,Good formability and resistance to stress corrosion,High tensile strength,Low cost,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""12. **Ferritic stainless steels are primarily used in aircraft for which of the following reasons?**  \n   a) **Good formability and resistance to stress corrosion**  \n   b) High tensile strength  \n   c) Low cost"", ""question"": ""**Ferritic stainless steels are primarily used in aircraft for which of the following reasons?**"", ""options"": [""Good formability and resistance to stress corrosion"", ""High tensile strength"", ""Low cost""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.4(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**How does annealing affect the properties of ferrous materials?**,Relieves internal stresses and softens the material,Increases hardness,Improves electrical conductivity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""13. **How does annealing affect the properties of ferrous materials?**  \n   a) **Relieves internal stresses and softens the material**  \n   b) Increases hardness  \n   c) Improves electrical conductivity"", ""question"": ""**How does annealing affect the properties of ferrous materials?**"", ""options"": [""Relieves internal stresses and softens the material"", ""Increases hardness"", ""Improves electrical conductivity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**Which of the following is an important consideration when using ferrous materials in aircraft?**,Low thermal conductivity,Susceptibility to corrosion,High weight-to-strength ratio,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""14. **Which of the following is an important consideration when using ferrous materials in aircraft?**  \n   a) Low thermal conductivity  \n   b) **Susceptibility to corrosion**  \n   c) High weight-to-strength ratio"", ""question"": ""**Which of the following is an important consideration when using ferrous materials in aircraft?**"", ""options"": [""Low thermal conductivity"", ""Susceptibility to corrosion"", ""High weight-to-strength ratio""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.6.4(b),,**Which process involves heating steel to a high temperature and then rapidly cooling it?**,Quenching,Normalizing,Tempering,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""15. **Which process involves heating steel to a high temperature and then rapidly cooling it?**  \n   a) **Quenching**  \n   b) Normalizing  \n   c) Tempering"", ""question"": ""**Which process involves heating steel to a high temperature and then rapidly cooling it?**"", ""options"": [""Quenching"", ""Normalizing"", ""Tempering""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.4(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.04,,**What is the main drawback of using high-strength steels in aircraft structures?**,Increased susceptibility to corrosion,Low tensile strength,High electrical conductivity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""16. **What is the main drawback of using high-strength steels in aircraft structures?**  \n   a) **Increased susceptibility to corrosion**  \n   b) Low tensile strength  \n   c) High electrical conductivity"", ""question"": ""**What is the main drawback of using high-strength steels in aircraft structures?**"", ""options"": [""Increased susceptibility to corrosion"", ""Low tensile strength"", ""High electrical conductivity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**Which of the following ferrous materials is most susceptible to corrosion?**,Mild steel,Stainless steel,Alloy steel,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""17. **Which of the following ferrous materials is most susceptible to corrosion?**  \n   a) **Mild steel**  \n   b) Stainless steel  \n   c) Alloy steel"", ""question"": ""**Which of the following ferrous materials is most susceptible to corrosion?**"", ""options"": [""Mild steel"", ""Stainless steel"", ""Alloy steel""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.6.1(c),,**What is the purpose of normalizing steel in the heat treatment process?**,Increase hardness,Refine the grain structure and improve mechanical properties,Increase electrical resistance,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""18. **What is the purpose of normalizing steel in the heat treatment process?**  \n   a) Increase hardness  \n   b) **Refine the grain structure and improve mechanical properties**  \n   c) Increase electrical resistance"", ""question"": ""**What is the purpose of normalizing steel in the heat treatment process?**"", ""options"": [""Increase hardness"", ""Refine the grain structure and improve mechanical properties"", ""Increase electrical resistance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.1(c)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,,,**What is a common characteristic of tool steels?**,High formability,High wear resistance,Low hardness,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""19. **What is a common characteristic of tool steels?**  \n   a) High formability  \n   b) **High wear resistance**  \n   c) Low hardness"", ""question"": ""**What is a common characteristic of tool steels?**"", ""options"": [""High formability"", ""High wear resistance"", ""Low hardness""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""difficulty"": ""MEDIUM""}"
M6,M6.06.09,,**What type of steel is used in high-temperature environments in aircraft engines?**,Heat-resistant alloy steel,Mild steel,Carbon steel,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""20. **What type of steel is used in high-temperature environments in aircraft engines?**  \n   a) **Heat-resistant alloy steel**  \n   b) Mild steel  \n   c) Carbon steel\n---\n### Section 06.02: Aircraft Materials - Non-Ferrous"", ""question"": ""**What type of steel is used in high-temperature environments in aircraft engines?**"", ""options"": [""Heat-resistant alloy steel"", ""Mild steel"", ""Carbon steel""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**Which of the following is a key difference between ferrous and non-ferrous materials?**,"Ferrous materials contain iron, while non-ferrous materials do not",Non-ferrous materials are always heavier,Ferrous materials are non-magnetic,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""21. **Which of the following is a key difference between ferrous and non-ferrous materials?**  \n   a) **Ferrous materials contain iron, while non-ferrous materials do not**  \n   b) Non-ferrous materials are always heavier  \n   c) Ferrous materials are non-magnetic"", ""question"": ""**Which of the following is a key difference between ferrous and non-ferrous materials?**"", ""options"": [""Ferrous materials contain iron, while non-ferrous materials do not"", ""Non-ferrous materials are always heavier"", ""Ferrous materials are non-magnetic""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.09,,**What is the primary disadvantage of using aluminum in aircraft structures?**,High weight,Lower strength compared to steel,Poor thermal conductivity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""22. **What is the primary disadvantage of using aluminum in aircraft structures?**  \n   a) High weight  \n   b) **Lower strength compared to steel**  \n   c) Poor thermal conductivity"", ""question"": ""**What is the primary disadvantage of using aluminum in aircraft structures?**"", ""options"": [""High weight"", ""Lower strength compared to steel"", ""Poor thermal conductivity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.6.4(b),,**What is the primary reason for using titanium in aircraft components?**,High strength-to-weight ratio and corrosion resistance,Low cost,Electrical conductivity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""23. **What is the primary reason for using titanium in aircraft components?**  \n   a) **High strength-to-weight ratio and corrosion resistance**  \n   b) Low cost  \n   c) Electrical conductivity"", ""question"": ""**What is the primary reason for using titanium in aircraft components?**"", ""options"": [""High strength-to-weight ratio and corrosion resistance"", ""Low cost"", ""Electrical conductivity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.4(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**Which of the following is a non-ferrous material commonly used in aircraft?**,Aluminum,Stainless steel,Cast iron,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""24. **Which of the following is a non-ferrous material commonly used in aircraft?**  \n   a) **Aluminum**  \n   b) Stainless steel  \n   c) Cast iron"", ""question"": ""**Which of the following is a non-ferrous material commonly used in aircraft?**"", ""options"": [""Aluminum"", ""Stainless steel"", ""Cast iron""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.6.4(b),,**Why is aluminum commonly used in aircraft construction?**,Low weight and good corrosion resistance,High tensile strength,High thermal conductivity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""25. **Why is aluminum commonly used in aircraft construction?**  \n   a) **Low weight and good corrosion resistance**  \n   b) High tensile strength  \n   c) High thermal conductivity"", ""question"": ""**Why is aluminum commonly used in aircraft construction?**"", ""options"": [""Low weight and good corrosion resistance"", ""High tensile strength"", ""High thermal conductivity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.4(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**Which non-ferrous metal is known for its excellent corrosion resistance and is often used in aircraft hydraulic systems?**,Aluminum,Titanium,Copper,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""26. **Which non-ferrous metal is known for its excellent corrosion resistance and is often used in aircraft hydraulic systems?**  \n   a) Aluminum  \n   b) **Titanium**  \n   c) Copper"", ""question"": ""**Which non-ferrous metal is known for its excellent corrosion resistance and is often used in aircraft hydraulic systems?**"", ""options"": [""Aluminum"", ""Titanium"", ""Copper""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.04,,**What is the primary advantage of using copper in electrical systems of aircraft?**,High electrical conductivity,Lightweight,Corrosion resistance,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""27. **What is the primary advantage of using copper in electrical systems of aircraft?**  \n   a) **High electrical conductivity**  \n   b) Lightweight  \n   c) Corrosion resistance"", ""question"": ""**What is the primary advantage of using copper in electrical systems of aircraft?**"", ""options"": [""High electrical conductivity"", ""Lightweight"", ""Corrosion resistance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**Which material is primarily used for aircraft skins due to its lightweight properties?**,Titanium,Aluminum,Steel,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""28. **Which material is primarily used for aircraft skins due to its lightweight properties?**  \n   a) Titanium  \n   b) **Aluminum**  \n   c) Steel"", ""question"": ""**Which material is primarily used for aircraft skins due to its lightweight properties?**"", ""options"": [""Titanium"", ""Aluminum"", ""Steel""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.04,,**Which property makes magnesium alloys attractive for aerospace applications?**,Lightweight with good strength,High corrosion resistance,High electrical conductivity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""29. **Which property makes magnesium alloys attractive for aerospace applications?**  \n   a) **Lightweight with good strength**  \n   b) High corrosion resistance  \n   c) High electrical conductivity"", ""question"": ""**Which property makes magnesium alloys attractive for aerospace applications?**"", ""options"": [""Lightweight with good strength"", ""High corrosion resistance"", ""High electrical conductivity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.04,,**What is a common disadvantage of magnesium alloys in aircraft?**,High susceptibility to corrosion,Low strength,High electrical resistance,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""30. **What is a common disadvantage of magnesium alloys in aircraft?**  \n   a) **High susceptibility to corrosion**  \n   b) Low strength  \n   c) High electrical resistance"", ""question"": ""**What is a common disadvantage of magnesium alloys in aircraft?**"", ""options"": [""High susceptibility to corrosion"", ""Low strength"", ""High electrical resistance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.09,,**What is a common application of copper alloys in aircraft?**,Electrical wiring,Airframe structures,Landing gear,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""31. **What is a common application of copper alloys in aircraft?**  \n   a) **Electrical wiring**  \n   b) Airframe structures  \n   c) Landing gear"", ""question"": ""**What is a common application of copper alloys in aircraft?**"", ""options"": [""Electrical wiring"", ""Airframe structures"", ""Landing gear""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.06.02,,**Which non-ferrous material is commonly used in high-temperature areas such as jet engines?**,Aluminum,Titanium,Copper,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""32. **Which non-ferrous material is commonly used in high-temperature areas such as jet engines?**  \n   a) Aluminum  \n   b) **Titanium**  \n   c) Copper"", ""question"": ""**Which non-ferrous material is commonly used in high-temperature areas such as jet engines?**"", ""options"": [""Aluminum"", ""Titanium"", ""Copper""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M6,M6.6.3,,**Why is beryllium-copper alloy used in aircraft components?**,High strength and excellent fatigue resistance,Lightweight,Low cost,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,Materials Q1 set.docx,"{""raw"": ""33. **Why is beryllium-copper alloy used in aircraft components?**  \n   a) **High strength and excellent fatigue resistance**  \n   b) Lightweight  \n   c) Low cost"", ""question"": ""**Why is beryllium-copper alloy used in aircraft components?**"", ""options"": [""High strength and excellent fatigue resistance"", ""Lightweight"", ""Low cost""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""docx"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.3"", ""level"": null, ""difficulty"": ""MEDIUM""}"
